lemma,pos,gender,level,ipa,meaning_zh,meaning_en,example_es,example_zh,image_file,tags,exam_tags,distractor_1,distractor_2,distractor_3,copyright_note
suárez,n,f,C1,,suárez（待校对）,suárez,Contexto: suárez.,例句待内容组补充（suárez）。,suárez.jpg,C1|n|高级,专八,estrangular（待校对）,monetario（待校对）,liar（待校对）,词库自动生成_待内容组校对
clavo,n,m,C1,,clavo（待校对）,clavo,Contexto: clavo.,例句待内容组补充（clavo）。,clavo.jpg,C1|n|高级,专八,perjudicar（待校对）,banca（待校对）,limitación（待校对）,词库自动生成_待内容组校对
incendiar,v,n/a,C1,,incendiar（待校对）,incendiar,Contexto: incendiar.,例句待内容组补充（incendiar）。,incendiar.jpg,C1|v|变位|高级,专八,buque（待校对）,documentación（待校对）,quema（待校对）,词库自动生成_待内容组校对
billón,n,n/a,C1,,billón（待校对）,billón,Contexto: billón.,例句待内容组补充（billón）。,billón.jpg,C1|n|高级,专八,hong（待校对）,picar（待校对）,padrino（待校对）,词库自动生成_待内容组校对
siesta,n,f,C1,,siesta（待校对）,siesta,Contexto: siesta.,例句待内容组补充（siesta）。,siesta.jpg,C1|n|高级,专八,bloqueo（待校对）,joaquín（待校对）,pilar（待校对）,词库自动生成_待内容组校对
sanguíneo,adj,n/a,C1,,sanguíneo（待校对）,sanguíneo,Contexto: sanguíneo.,例句待内容组补充（sanguíneo）。,sanguíneo.jpg,C1|adj|高级,专八,estelar（待校对）,limitación（待校对）,remitir（待校对）,词库自动生成_待内容组校对
burro,n,m,C1,,burro（待校对）,burro,Contexto: burro.,例句待内容组补充（burro）。,burro.jpg,C1|n|高级,专八,animado（待校对）,ví（待校对）,calendario（待校对）,词库自动生成_待内容组校对
reparto,n,m,C1,,reparto（待校对）,reparto,Contexto: reparto.,例句待内容组补充（reparto）。,reparto.jpg,C1|n|高级,专八,estratégico（待校对）,ali（待校对）,acostado（待校对）,词库自动生成_待内容组校对
infraestructura,n,f,C1,,infraestructura（待校对）,infraestructura,Contexto: infraestructura.,例句待内容组补充（infraestructura）。,infraestructura.jpg,C1|n|高级,专八,seriamente（待校对）,retrasado（待校对）,buque（待校对）,词库自动生成_待内容组校对
lincoln,adv,n/a,C1,,lincoln（待校对）,lincoln,Contexto: lincoln.,例句待内容组补充（lincoln）。,lincoln.jpg,C1|adv|高级,专八,caramba（待校对）,porno（待校对）,postal（待校对）,词库自动生成_待内容组校对
matthew,adv,n/a,C1,,matthew（待校对）,matthew,Contexto: matthew.,例句待内容组补充（matthew）。,matthew.jpg,C1|adv|高级,专八,neil（待校对）,atascado（待校对）,walker（待校对）,词库自动生成_待内容组校对
obsesión,n,f,C1,,obsesión（待校对）,obsesión,Contexto: obsesión.,例句待内容组补充（obsesión）。,obsesión.jpg,C1|n|高级,专八,retirado（待校对）,participante（待校对）,billón（待校对）,词库自动生成_待内容组校对
mandato,n,m,C1,,mandato（待校对）,mandato,Contexto: mandato.,例句待内容组补充（mandato）。,mandato.jpg,C1|n|高级,专八,atascado（待校对）,demócrata（待校对）,tiroteo（待校对）,词库自动生成_待内容组校对
mojar,v,n/a,C1,,mojar（待校对）,mojar,Contexto: mojar.,例句待内容组补充（mojar）。,mojar.jpg,C1|v|变位|高级,专八,abeja（待校对）,alienígena（待校对）,pacífico（待校对）,词库自动生成_待内容组校对
limitación,n,f,C1,,limitación（待校对）,limitación,Contexto: limitación.,例句待内容组补充（limitación）。,limitación.jpg,C1|n|高级,专八,oportuno（待校对）,banca（待校对）,cómico（待校对）,词库自动生成_待内容组校对
aplicado,adj,n/a,C1,,aplicado（待校对）,aplicado,Contexto: aplicado.,例句待内容组补充（aplicado）。,aplicado.jpg,C1|adj|高级,专八,correctamente（待校对）,alejandro（待校对）,min（待校对）,词库自动生成_待内容组校对
documentación,n,f,C1,,documentación（待校对）,documentación,Contexto: documentación.,例句待内容组补充（documentación）。,documentación.jpg,C1|n|高级,专八,adicto（待校对）,alguacil（待校对）,lateral（待校对）,词库自动生成_待内容组校对
ernesto,n,m,C1,,ernesto（待校对）,ernesto,Contexto: ernesto.,例句待内容组补充（ernesto）。,ernesto.jpg,C1|n|高级,专八,comparado（待校对）,salas（待校对）,mejilla（待校对）,词库自动生成_待内容组校对
gonzalo,n,m,C1,,gonzalo（待校对）,gonzalo,Contexto: gonzalo.,例句待内容组补充（gonzalo）。,gonzalo.jpg,C1|n|高级,专八,ancho（待校对）,utilidad（待校对）,sue（待校对）,词库自动生成_待内容组校对
atleta,n,f,C1,,atleta（待校对）,atleta,Contexto: atleta.,例句待内容组补充（atleta）。,atleta.jpg,C1|n|高级,专八,mafia（待校对）,lincoln（待校对）,matrícula（待校对）,词库自动生成_待内容组校对
quinn,adv,n/a,C1,,quinn（待校对）,quinn,Contexto: quinn.,例句待内容组补充（quinn）。,quinn.jpg,C1|adv|高级,专八,geográfico（待校对）,furgoneta（待校对）,condicional（待校对）,词库自动生成_待内容组校对
captura,n,f,C1,,captura（待校对）,captura,Contexto: captura.,例句待内容组补充（captura）。,captura.jpg,C1|n|高级,专八,dennis（待校对）,fluir（待校对）,ataúd（待校对）,词库自动生成_待内容组校对
fluir,v,n/a,C1,,fluir（待校对）,fluir,Contexto: fluir.,例句待内容组补充（fluir）。,fluir.jpg,C1|v|变位|高级,专八,resumir（待校对）,igualdad（待校对）,energético（待校对）,词库自动生成_待内容组校对
pilar,n,n/a,C1,,pilar（待校对）,pilar,Contexto: pilar.,例句待内容组补充（pilar）。,pilar.jpg,C1|n|高级,专八,luchador（待校对）,enlace（待校对）,convicción（待校对）,词库自动生成_待内容组校对
ví,adv,n/a,C1,,ví（待校对）,ví,Contexto: ví.,例句待内容组补充（ví）。,ví.jpg,C1|adv|高级,专八,portal（待校对）,inaugurar（待校对）,lateral（待校对）,词库自动生成_待内容组校对
asentar,v,n/a,C1,,asentar（待校对）,asentar,Contexto: asentar.,例句待内容组补充（asentar）。,asentar.jpg,C1|v|变位|高级,专八,requisito（待校对）,arquitectura（待校对）,harold（待校对）,词库自动生成_待内容组校对
neil,adv,n/a,C1,,neil（待校对）,neil,Contexto: neil.,例句待内容组补充（neil）。,neil.jpg,C1|adv|高级,专八,terminal（待校对）,perrito（待校对）,turístico（待校对）,词库自动生成_待内容组校对
alguacil,n,n/a,C1,,alguacil（待校对）,alguacil,Contexto: alguacil.,例句待内容组补充（alguacil）。,alguacil.jpg,C1|n|高级,专八,vano（待校对）,psicología（待校对）,retirado（待校对）,词库自动生成_待内容组校对
repasar,v,n/a,C1,,repasar（待校对）,repasar,Contexto: repasar.,例句待内容组补充（repasar）。,repasar.jpg,C1|v|变位|高级,专八,perrito（待校对）,marihuana（待校对）,orinar（待校对）,词库自动生成_待内容组校对
prestigio,n,m,C1,,prestigio（待校对）,prestigio,Contexto: prestigio.,例句待内容组补充（prestigio）。,prestigio.jpg,C1|n|高级,专八,ví（待校对）,ken（待校对）,calendario（待校对）,词库自动生成_待内容组校对
estrangular,v,n/a,C1,,estrangular（待校对）,estrangular,Contexto: estrangular.,例句待内容组补充（estrangular）。,estrangular.jpg,C1|v|变位|高级,专八,ordinario（待校对）,owen（待校对）,inusual（待校对）,词库自动生成_待内容组校对
elliot,adv,n/a,C1,,elliot（待校对）,elliot,Contexto: elliot.,例句待内容组补充（elliot）。,elliot.jpg,C1|adv|高级,专八,barril（待校对）,amenazado（待校对）,ladrillo（待校对）,词库自动生成_待内容组校对
desplegar,v,n/a,C1,,desplegar（待校对）,desplegar,Contexto: desplegar.,例句待内容组补充（desplegar）。,desplegar.jpg,C1|v|变位|高级,专八,limitación（待校对）,hong（待校对）,estirar（待校对）,词库自动生成_待内容组校对
montaje,n,m,C1,,montaje（待校对）,montaje,Contexto: montaje.,例句待内容组补充（montaje）。,montaje.jpg,C1|n|高级,专八,infraestructura（待校对）,turístico（待校对）,coca（待校对）,词库自动生成_待内容组校对
frágil,adj,n/a,C1,,frágil（待校对）,frágil,Contexto: frágil.,例句待内容组补充（frágil）。,frágil.jpg,C1|adj|高级,专八,walker（待校对）,enlace（待校对）,sirena（待校对）,词库自动生成_待内容组校对
subterráneo,adj,n/a,C1,,subterráneo（待校对）,subterráneo,Contexto: subterráneo.,例句待内容组补充（subterráneo）。,subterráneo.jpg,C1|adj|高级,专八,jennifer（待校对）,turístico（待校对）,castellano（待校对）,词库自动生成_待内容组校对
perla,n,f,C1,,perla（待校对）,perla,Contexto: perla.,例句待内容组补充（perla）。,perla.jpg,C1|n|高级,专八,ee. uu.（待校对）,magistrado（待校对）,condicional（待校对）,词库自动生成_待内容组校对
